Kategori,Rekening,Jumlah,Tanggal,Catatan,Tipe
Kirim Saldo,SeaBank,"50,000",2024-06-06 20:42,Ke GOPAY,-
Terima Saldo,GOPAY,"50,000",2024-06-06 20:42,Dari SeaBank,+
Kuota Internet,GOPAY,"35,000",2024-06-06 20:42,Telkomsel ,-
Jajan,DOMPET,"20,000",2024-06-05 22:59,,-
Kirim Saldo,BANK BRI,"300,000",2024-06-05 18:13,Ke DOMPET,-
Terima Saldo,DOMPET,"300,000",2024-06-05 18:13,Dari BANK BRI,+
Gaji Maxximum,BANK BNI,"5,000,000",2024-06-05 18:07,Gaji Bulan Mei 2024,+
Jajan,DOMPET,"9,000",2024-06-04 22:00,,-
Kirim Saldo,DOMPET,"100,000",2024-06-04 20:00,Ke BANK BRI,-
Terima Saldo,BANK BRI,"100,000",2024-06-04 20:00,Dari DOMPET,+
Minuman,DOMPET,"18,000",2024-06-04 18:25,Stroberi ,-
Jajan,DOMPET,"10,000",2024-06-04 17:47,Baso bakar,-
Kesehatan,DOMPET,"5,000",2024-06-04 12:25,Sanmol 2,-
Makanan,DOMPET,"12,000",2024-06-04 12:25,Makan Siang,-
Tagih Hutang,BANK BRI,"50,000",2024-06-04 12:25,,+
Adek,BANK BNI,"57,500",2024-06-04 11:36,Buket,-
Listrik,BANK BNI,"57,000",2024-06-04 10:27,Rumah Bulan Mei 2024,-
Makanan,DOMPET,"11,000",2024-06-03 12:30,Makan Siang,-
Tambah Pinjaman,BANK BNI,"180,000",2024-06-03 10:38,,-
Balance,BANK BNI,"12,893",2024-06-03 08:17,,-
Tambah Pinjaman,BANK BNI,"20,000",2024-06-03 08:13,,-
Bensin,DOMPET,"45,000",2024-06-02 19:00,,-
Jajan,SeaBank,"45,000",2024-06-02 15:00,Mixue,-
Jajan,DOMPET,"49,000",2024-06-02 14:00,Alun alun cianjur,-
Tagih Hutang,BANK BRI,"20,000",2024-06-01 18:45,,+
Kirim Saldo,BANK BNI,"200,000",2024-06-01 12:32,Ke DOMPET,-
Terima Saldo,DOMPET,"200,000",2024-06-01 12:32,Dari BANK BNI,+
Kirim Saldo,BANK BNI,"11,028",2024-06-01 09:17,Ke SeaBank,-
Terima Saldo,SeaBank,"11,028",2024-06-01 09:17,Dari BANK BNI,+
Kirim Saldo,BANK BNI,"76,000",2024-06-01 09:16,Ke DOMPET,-
Terima Saldo,DOMPET,"76,000",2024-06-01 09:16,Dari BANK BNI,+
Kirim Saldo,BANK BRI,"3,933",2024-06-01 09:11,Ke GOPAY,-
Terima Saldo,GOPAY,"3,933",2024-06-01 09:11,Dari BANK BRI,+
Utang,GOPAY,"21,732",2024-06-01 08:16,Goaylater,-
Adm Bank,BANK BNI,"18,500",2024-06-01 00:00,Bulan Mei,-
Makanan,DOMPET,"15,000",2024-05-31 23:00,Makan malam Nasi Goreng,-
Jajan,DOMPET,"10,000",2024-05-31 23:00,Josu dll,-
Bensin,DOMPET,"50,000",2024-05-31 18:30,,-
Tambah Pinjaman,SeaBank,"10,000",2024-05-31 16:56,,-
Makanan,DOMPET,"15,000",2024-05-31 12:27,Makan siang,-
Utang,SHOPEE PAY,"5,122,063",2024-05-31 12:05,Spinjam Juni 2024,-
Kirim Saldo,BANK BRI,"3,109,000",2024-05-31 10:29,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"3,109,000",2024-05-31 10:29,Dari BANK BRI,+
Biaya Admin,BANK BRI,"1,000",2024-05-31 10:29,Biaya Admin,-
Kirim Saldo,BANK BNI,"1,010,000",2024-05-31 10:28,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"1,010,000",2024-05-31 10:28,Dari BANK BNI,+
Biaya Admin,BANK BNI,"1,000",2024-05-31 10:28,Biaya Admin,-
Kirim Saldo,SeaBank,"1,000,000",2024-05-31 10:26,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"1,000,000",2024-05-31 10:26,Dari SeaBank,+
Kiriman,BANK BRI,"3,000,000",2024-05-31 10:25,Bayar Motor,+
Makanan,DOMPET,"15,000",2024-05-31 08:00,Makan Pagi,-
Belanja,BANK BNI,"35,000",2024-05-31 08:00,Netflix 1 bln,-
Tambah Pinjaman,BANK BNI,"20,000",2024-05-31 00:44,Biasaaa,-
Kirim Saldo,DOMPET,"20,000",2024-05-30 12:23,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"20,000",2024-05-30 12:23,Dari DOMPET,+
Makanan,DOMPET,"12,000",2024-05-30 12:00,Makan siang,-
Rokok,DOMPET,"16,000",2024-05-30 12:00,76 Mangga,-
Jajan,DOMPET,"63,000",2024-05-30 12:00,Jajan,-
Kirim Saldo,SHOPEE PAY,"60,000",2024-05-29 19:38,Ke SeaBank,-
Terima Saldo,SeaBank,"60,000",2024-05-29 19:38,Dari SHOPEE PAY,+
Gaji Cempor,BANK BNI,"1,011,000",2024-05-29 19:36,Latsar - Fotografi - Pendampingan,+
Kirim Saldo,DOMPET,"50,000",2024-05-29 19:30,Ke BANK BNI,-
Terima Saldo,BANK BNI,"50,000",2024-05-29 19:30,Dari DOMPET,+
Minuman,DOMPET,"10,000",2024-05-29 19:30,Minuman,-
Kirim Saldo,DOMPET,"30,000",2024-05-29 19:29,Ke BANK BRI,-
Terima Saldo,BANK BRI,"30,000",2024-05-29 19:29,Dari DOMPET,+
Spay Later,SeaBank,"32,000",2024-05-29 13:14,Bulan Mei,-
Kost,BANK BNI,"600,000",2024-05-28 20:00,Kost Bulan Juni 2024,-
Pendidikan,DOMPET,"30,000",2024-05-28 19:31,Fotocopy cempor ,-
Kirim Saldo,BANK BNI,"50,000",2024-05-27 21:01,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"50,000",2024-05-27 21:01,Dari BANK BNI,+
Biaya Admin,BANK BNI,"1,000",2024-05-27 21:01,Biaya Admin,-
Makanan,DOMPET,"7,000",2024-05-27 20:56,Mie 2 dan lain lain,-
Jajan,DOMPET,"20,000",2024-05-27 20:51,Sari,-
Makanan,DOMPET,"12,000",2024-05-27 12:00,Makan Siang,-
Jajan,DOMPET,"10,000",2024-05-27 08:00,Jamur Krispi,-
Belanja,DOMPET,"65,000",2024-05-26 13:00,Jajan Popcorn,-
Bensin,DOMPET,"45,000",2024-05-26 10:00,Cibeber,-
Ayang,DOMPET,"2,350,000",2024-05-25 20:44,Cincin Emas 2.5 gr,-
Tagih Hutang,BANK BRI,"20,000",2024-05-25 20:42,,+
Beri Pinjaman,BANK BNI,"62,000",2024-05-25 10:02,Bayar Shopee,-
Belanja,BANK BNI,"100,000",2024-05-25 10:01,TWS Thinkpad,-
Beri Pinjaman,SeaBank,"20,000",2024-05-25 02:15,,-
Kirim Saldo,BANK BRI,"200,000",2024-05-24 13:07,Ke DOMPET,-
Terima Saldo,DOMPET,"200,000",2024-05-24 13:07,Dari BANK BRI,+
Jajan,DOMPET,"20,000",2024-05-24 13:07,,-
Belanja,DOMPET,"256,000",2024-05-23 20:46,Lampu Philips 3 + lain lain,-
Ortu,DOMPET,"250,000",2024-05-23 20:41,Gaji Mei,-
Jajan,DOMPET,"10,000",2024-05-23 20:21,Kratingdaeng ,-
Adek,DOMPET,"50,000",2024-05-23 18:51,,-
Kirim Saldo,SeaBank,"3,000,000",2024-05-23 16:33,Ke DOMPET,-
Terima Saldo,DOMPET,"3,000,000",2024-05-23 16:33,Dari SeaBank,+
Bensin,DOMPET,"45,000",2024-05-23 16:22,Sukabumi -> Mekarwangi ,-
Jajan,DOMPET,"65,000",2024-05-23 16:22,Nonton Anchika,-
Belanja,SHOPEE PAY,"40,000",2024-05-22 19:36,Popcorn 3,-
Kesehatan,DOMPET,"15,000",2024-05-22 19:35,Pangkas rambut ,-
Tagih Hutang,SHOPEE PAY,"50,000",2024-05-22 19:35,,+
Jajan,DOMPET,"10,000",2024-05-22 15:00,Rujak Buah,-
Makanan,DOMPET,"12,000",2024-05-22 12:44,Makan siang,-
Dapur,DOMPET,"4,000",2024-05-22 12:43,Downi,-
Elektronik,DOMPET,"20,000",2024-05-21 20:43,Lem Korea,-
Makanan,DOMPET,"13,000",2024-05-21 20:23,Makan Malam,-
Makanan,DOMPET,"11,000",2024-05-21 12:41,Makan Siang,-
Jajan,DOMPET,"22,000",2024-05-21 12:41,Potabee + Kopiko,-
Motor,DOMPET,"4,000",2024-05-21 12:40,Parkir,-
Pendidikan,DOMPET,"5,000",2024-05-21 12:40,Fotocopy Ijazah DLL,-
Minuman,BANK BRI,"15,000",2024-05-20 22:14,Belikopi,-
Kirim Saldo,BANK BNI,"300,500",2024-05-20 22:13,Ke BANK BRI,-
Terima Saldo,BANK BRI,"300,500",2024-05-20 22:13,Dari BANK BNI,+
Kirim Saldo,DOMPET,"78,000",2024-05-20 22:08,Ke BANK BRI,-
Terima Saldo,BANK BRI,"78,000",2024-05-20 22:08,Dari DOMPET,+
Tambah Pinjaman,SeaBank,"10,000",2024-05-20 22:04,Token listrik ,-
Kirim Saldo,BANK BNI,"500,000",2024-05-20 21:56,Ke DOMPET,-
Terima Saldo,DOMPET,"500,000",2024-05-20 21:56,Dari BANK BNI,+
Bensin,DOMPET,"52,000",2024-05-20 21:56,,-
Elektronik,SeaBank,"11,000",2024-05-20 20:55,Pulsa 10k,-
Rokok,DOMPET,"16,000",2024-05-20 12:40,Jarum Coklat ,-
Minuman,DOMPET,"4,000",2024-05-20 12:40,Josu,-
Makanan,DOMPET,"11,000",2024-05-20 12:39,Makan siang,-
Beri Pinjaman,SeaBank,"40,000",2024-05-20 08:29,,-
Kirim Saldo,BANK BNI,"50,000",2024-05-19 22:18,Ke BANK BRI,-
Terima Saldo,BANK BRI,"50,000",2024-05-19 22:18,Dari BANK BNI,+
Biaya Admin,BANK BNI,"2,500",2024-05-19 22:18,Biaya Admin,-
Belanja,DOMPET,"41,000",2024-05-19 22:15,Indomaret Pas pulang dari wisata,-
Jajan,DOMPET,"23,000",2024-05-19 22:15,Cilok di wisata ,-
Belanja,DOMPET,"45,000",2024-05-19 22:14,Indomaret Pagi pas datang ke ela,-
Bensin,DOMPET,"50,000",2024-05-19 07:00,Bandung -> Sukabumi,-
Minuman,DOMPET,"7,000",2024-05-18 16:04,Es teh,-
Dapur,DOMPET,"19,000",2024-05-18 16:04,Misting ,-
Makanan,DOMPET,"22,000",2024-05-18 16:04,Makarel 2,-
Belanja,DOMPET,"70,000",2024-05-18 16:03,Termos+Misting,-
Makanan,DOMPET,"25,000",2024-05-18 16:03,Blaltos cari figura ,-
Belanja,DOMPET,"12,000",2024-05-18 16:02,Foto 2R x 5,-
Belanja,DOMPET,"15,000",2024-05-18 16:02,Parkir ,-
Belanja,DOMPET,"40,000",2024-05-18 16:01,Figura 2R 2,-
Makanan,DOMPET,"18,000",2024-05-18 01:02,Sate + Lontong 3,-
Kirim Saldo,BANK BNI,"11,000",2024-05-18 01:02,Ke GOPAY,-
Terima Saldo,GOPAY,"11,000",2024-05-18 01:02,Dari BANK BNI,+
Gaji Cempor,BANK BNI,"753,500",2024-05-17 20:50,Latsar - Fotografi - TM,+
Gaji Cempor,BANK BNI,"1,008,500",2024-05-17 20:50,Latsar - Fotografi,+
Dapur,DOMPET,"5,000",2024-05-17 20:48,Mama Lemon,-
Rokok,DOMPET,"13,500",2024-05-17 20:48,Saat,-
Kirim Saldo,DOMPET,"22,500",2024-05-17 20:46,Ke BANK BNI,-
Terima Saldo,BANK BNI,"22,500",2024-05-17 20:46,Dari DOMPET,+
Makanan,DOMPET,"16,000",2024-05-17 20:43,Makan,-
Kirim Saldo,BANK BNI,"500,000",2024-05-17 20:36,Ke DOMPET,-
Terima Saldo,DOMPET,"500,000",2024-05-17 20:36,Dari BANK BNI,+
Jajan,DOMPET,"23,000",2024-05-17 15:00,Soreang Bandung jajan,-
Adek,DOMPET,"50,000",2024-05-16 23:00,Pulsa Telkomsel ,-
Makanan,DOMPET,"16,000",2024-05-16 20:44,Makan,-
Minuman,DOMPET,"7,000",2024-05-16 20:44,Josu,-
Transfer Amplop,BANK BNI,"150,000",2024-05-15 14:14,Uang haol Assaadah,-
Jajan,SeaBank,"50,000",2024-05-14 20:12,Wizzmie ,-
Makanan,DOMPET,"10,000",2024-05-14 18:33,Makan Pagi,-
Makanan,DOMPET,"10,000",2024-05-14 18:33,Makan Siang,-
Jajan,DOMPET,"7,000",2024-05-14 18:33,Josu 2,-
Kirim Saldo,SeaBank,"500,000",2024-05-14 15:46,Ke BANK BNI,-
Terima Saldo,BANK BNI,"500,000",2024-05-14 15:46,Dari SeaBank,+
Utang,GOPAY,"238,000",2024-05-14 15:34,Go Pinjam Juni 2024,-
Kirim Saldo,SeaBank,"200,000",2024-05-14 15:22,Ke GOPAY,-
Terima Saldo,GOPAY,"200,000",2024-05-14 15:22,Dari SeaBank,+
Biaya Admin,SeaBank,"1,000",2024-05-14 15:22,Biaya Admin,-
Spay Later,SeaBank,"1,500,000",2024-05-14 14:43,Shopee pay later Juni 2024,-
Gaji Cempor,BANK BNI,"1,000,000",2024-05-14 14:23,Latsar - Digital Marketing - Pendampingan,+
Rokok,DOMPET,"15,000",2024-05-12 21:43,Djarum Coklat,-
Dapur,DOMPET,"5,000",2024-05-12 21:42,,-
Balance,SeaBank,"9,928",2024-05-11 14:17,,-
Rokok,BANK BRI,"28,000",2024-05-11 14:06,Jazy bold ,-
Listrik,SeaBank,"53,000",2024-05-11 14:01,Listrik kost,-
Jajan,DOMPET,"50,000",2024-05-10 20:00,Di kafe,-
Jajan,DOMPET,"18,500",2024-05-10 14:16,UC 1000 2,-
Kirim Saldo,SHOPEE PAY,"258,500",2024-05-10 14:13,Ke SeaBank,-
Terima Saldo,SeaBank,"258,500",2024-05-10 14:13,Dari SHOPEE PAY,+
Kirim Saldo,BANK BNI,"3,230,000",2024-05-10 14:09,Ke SeaBank,-
Terima Saldo,SeaBank,"3,230,000",2024-05-10 14:09,Dari BANK BNI,+
Makanan,DOMPET,"14,000",2024-05-10 08:40,Makan pagi,-
Kuota Internet,SHOPEE PAY,"100,000",2024-05-10 07:40,90 GB,-
Makanan,DOMPET,"20,000",2024-05-10 00:00,Nasi goreng ,-
Rokok,DOMPET,"23,500",2024-05-09 18:14,Saat Hijau,-
Jajan,DOMPET,"10,000",2024-05-09 18:14,Chitato BBQ,-
Belanja,SHOPEE PAY,"35,000",2024-05-09 10:49,bevavar mainan keseimbangan ,-
Kesehatan,SHOPEE PAY,"10,000",2024-05-09 10:04,Sabun Mandi,-
Kesehatan,SHOPEE PAY,"34,000",2024-05-09 10:03,Shampo,-
Dapur,SHOPEE PAY,"4,500",2024-05-09 10:02,Garam,-
Kesehatan,SHOPEE PAY,"24,000",2024-05-09 10:02,Pastagigi,-
Dapur,SHOPEE PAY,"25,000",2024-05-09 10:01,Telor 10 Butir,-
Dapur,SHOPEE PAY,"9,000",2024-05-09 10:01,Terasi,-
Kirim Saldo,BANK BNI,"500,000",2024-05-09 09:47,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"500,000",2024-05-09 09:47,Dari BANK BNI,+
Biaya Admin,BANK BNI,"1,000",2024-05-09 09:47,Biaya Admin,-
Belanja,DOMPET,"2,000",2024-05-08 08:00,Bayar Parkir Sultan Print,-
Rokok,DOMPET,"15,000",2024-05-07 08:30,Juara jambu ,-
Listrik,GOPAY,"53,000",2024-05-06 12:14,Rumah Bulan April 2024,-
Kirim Saldo,BANK BNI,"100,000",2024-05-06 12:12,Ke GOPAY,-
Terima Saldo,GOPAY,"100,000",2024-05-06 12:12,Dari BANK BNI,+
Biaya Admin,BANK BNI,"1,000",2024-05-06 12:12,Biaya Admin,-
Jajan,BANK BNI,"50,000",2024-05-06 12:02,THR Sari Ke 2,-
Rokok,DOMPET,"15,000",2024-05-06 12:01,76 Mangga,-
Jajan,DOMPET,"10,000",2024-05-06 07:52,Telur Gulung ,-
Kirim Saldo,BANK BNI,"500,000",2024-05-05 21:10,Ke DOMPET,-
Terima Saldo,DOMPET,"500,000",2024-05-05 21:10,Dari BANK BNI,+
Bensin,DOMPET,"50,000",2024-05-05 18:00,Sukabumi -> Bandung ,-
Makanan,DOMPET,"20,000",2024-05-05 16:30,Ayam pulang dari bukit baros ,-
Belanja,DOMPET,"24,000",2024-05-05 16:00,Jas hujan pulang dari bukit baros,-
Belanja,DOMPET,"27,000",2024-05-05 15:00,Haus Pukang dari bukit baros alfa,-
Tiket,DOMPET,"30,000",2024-05-05 11:30,Wisata Bukit Baros x2,-
Belanja,DOMPET,"90,000",2024-05-05 09:00,Yomart Minggu Payung dll,-
Belanja,SeaBank,"100,000",2024-05-04 12:45,Boneka Lotso ,-
Kirim Saldo,BANK BNI,"1,000,000",2024-05-04 12:30,Ke SeaBank,-
Terima Saldo,SeaBank,"1,000,000",2024-05-04 12:30,Dari BANK BNI,+
Biaya Admin,BANK BNI,"1,000",2024-05-04 12:30,Biaya Admin,-
Gaji Maxximum,BANK BNI,"5,369,318",2024-05-04 10:59,Gaji April 2024,+
Balance,DOMPET,"729,543",2024-04-30 11:12,,-
Balance,SHOPEE PAY,"14,781",2024-04-30 11:11,,-
Balance,BANK BNI,"17,427,608",2024-04-30 11:10,,-
Saldo Awal,SeaBank,"2,186,110",2024-04-30 11:06,,+
Gaji Maxximum,BANK BNI,"5,472,000",2024-04-05 10:58,Gaji Maret 2024,+
Balance,BANK BRI,"161,000",2024-04-01 14:18,,-
Kirim Saldo,DOMPET,"604,457",2024-04-01 11:10,Ke BANK BRI,-
Terima Saldo,BANK BRI,"604,457",2024-04-01 11:10,Dari DOMPET,+
Gaji Maxximum,BANK BNI,"4,890,625",2024-03-05 10:57,Gaji Februari 2024,+
Gaji Maxximum,BANK BNI,"3,750,000",2024-02-05 10:56,Gaji Januari 2024,+
Gaji Maxximum,BANK BNI,"3,400,000",2024-01-05 10:55,Gaji Desember 2023,+
Balance,SeaBank,"44,866",2023-01-01 20:47,,-
Kuota Internet,BANK BRI,"150,000",2021-11-08 15:03,75gb byu,-
Balance,SHOPEE PAY,"23,690",2021-11-08 15:02,,-
Balance,BANK BRI,"150,593",2021-11-08 15:01,,-
Kirim Saldo,BANK BRI,"50,000",2021-11-08 14:59,Ke DOMPET,-
Terima Saldo,DOMPET,"50,000",2021-11-08 14:59,Dari BANK BRI,+
Tagih Hutang,BANK BRI,"5,000",2021-11-03 21:05,Cash,+
Tagih Hutang,SHOPEE PAY,"5,000",2021-10-28 10:10,Mizone,+
Kuota Internet,SHOPEE PAY,"10,000",2021-10-28 10:10,Kuota,-
Belanja,DOMPET,"5,000",2021-10-26 22:51,,-
Tagih Hutang,DOMPET,"5,000",2021-10-26 22:50,,+
Tambah Pinjaman,SHOPEE PAY,"7,500",2021-10-26 15:33,Pinjem,-
Beri Pinjaman,SHOPEE PAY,"7,500",2021-10-26 01:48,kuota,-
Makanan,DOMPET,"30,000",2021-10-24 19:06,Gorengan + magnum,-
Kuota Internet,BANK BRI,"10,000",2021-10-24 19:06,,-
Kuota Internet,BANK BRI,"15,000",2021-10-24 17:10,,-
Dapur,DOMPET,"20,000",2021-10-23 19:37,Galon + bensin,-
Kirim Saldo,BANK BRI,"150,000",2021-10-23 18:45,Ke DOMPET,-
Terima Saldo,DOMPET,"150,000",2021-10-23 18:45,Dari BANK BRI,+
Dapur,DOMPET,"120,000",2021-10-23 18:45,"Beras. Stok Mie, Dll",-
Kuota Internet,BANK BRI,"10,000",2021-10-22 22:05,10gb,-
Spay Later,BANK BRI,"88,904",2021-10-22 21:05,TWS,-
Tagih Hutang,BANK BRI,"10,000",2021-10-22 20:50,Tf 100k to bri via dana,+
Tagih Hutang,BANK BRI,"10,000",2021-10-22 20:50,Tf 100k to bri via dana,+
Tagih Hutang,BANK BRI,"15,000",2021-10-22 20:50,Tf 100k to bri via dana,+
Tagih Hutang,BANK BRI,"55,000",2021-10-22 20:50,Tf 100k to bri via dana,+
Tagih Hutang,BANK BRI,"10,000",2021-10-22 20:49,Tf 100k to bri via dana,+
Belanja,DOMPET,"10,000",2021-10-22 19:21,La ice,-
Tagih Hutang,DOMPET,"40,000",2021-10-22 19:20,+La Ice,+
Tagih Hutang,BANK BRI,"50,000",2021-10-22 18:15,Tf via dana,+
Makanan,DOMPET,"12,000",2021-10-22 07:20,Mie 4*3 + 1 gorengan sarimi isi 2,-
Pendidikan,SHOPEE PAY,"963,000",2021-10-21 20:54,Cashback 48rb wkwk,-
Makanan,DOMPET,"15,000",2021-10-21 13:41,Cicken,-
Kirim Saldo,BANK BRI,"20,000",2021-10-20 17:55,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"20,000",2021-10-20 17:55,Dari BANK BRI,+
Tagih Hutang,BANK BRI,"20,000",2021-10-20 17:53,Cashback,+
Beri Pinjaman,BANK BRI,"125,000",2021-10-20 17:48,"Shopee pay 75, Dana 50",-
Dapur,DOMPET,"75,000",2021-10-20 17:41,Tisu. Gula. makan ringan minuman. makan gorengan,-
Balance,BANK BRI,"58,997",2021-10-20 16:28,Balance,-
Balance,DOMPET,"99,130",2021-10-20 16:26,Taubat wkwkw,-
Listrik,BANK BRI,"54,592",2021-10-20 16:23,Kontrakan,-
Kirim Saldo,BANK BRI,"150,000",2021-10-20 16:20,Ke DOMPET,-
Terima Saldo,DOMPET,"150,000",2021-10-20 16:20,Dari BANK BRI,+
Tagih Hutang,BANK BRI,"500,000",2021-10-20 16:17,Bayar,+
Kirim Saldo,BANK BRI,"1,000,000",2021-10-19 16:25,Ke SHOPEE PAY,-
Terima Saldo,SHOPEE PAY,"1,000,000",2021-10-19 16:25,Dari BANK BRI,+
Biaya Admin,BANK BRI,500,2021-10-19 16:25,Biaya Admin,-
Lainnya,BANK BRI,"1,500,000",2021-10-16 16:23,Mamah,+
Elektronik,BANK BRI,"15,000",2021-10-12 19:16,Tf ai 3gb,-
Belanja,DOMPET,"20,000",2021-10-12 17:07,Belanja Dapur,-
Perabotan,DOMPET,"8,000",2021-10-12 17:05,Bayar RT,-
Belanja,DOMPET,"16,000",2021-10-11 17:03,Sate + Magnum,-
Elektronik,BANK BRI,"100,000",2021-10-11 09:41,Kuota 50GB,-
Beri Pinjaman,BANK BRI,"10,000",2021-10-10 17:59,Ngilu ngirim tf ka dana,-
Belanja,DOMPET,"7,700",2021-10-10 15:11,Sabun cuci pakaian,-
Dapur,DOMPET,"17,000",2021-10-10 13:08,Tahu jengkol asin,-
Tagih Hutang,DOMPET,"20,000",2021-10-10 13:04,,+
Tagih Hutang,DOMPET,"7,700",2021-10-09 21:10,Sabun cuci baju,+
Kirim Saldo,BANK BRI,"13,630",2021-10-09 18:50,Ke DOMPET,-
Terima Saldo,DOMPET,"13,630",2021-10-09 18:50,Dari BANK BRI,+
Makanan,DOMPET,"10,000",2021-10-09 18:49,Susu kental manis,-
Dapur,DOMPET,"8,500",2021-10-09 18:48,Micin,-
Belanja,DOMPET,"5,000",2021-10-09 18:47,Sabun mandi,-
Belanja,DOMPET,"10,000",2021-10-09 18:47,Gilete 2,-
Minuman,DOMPET,"9,000",2021-10-09 18:46,Jahe merah gs,-
Dapur,DOMPET,"64,000",2021-10-09 18:45,Beras raja 5kg,-
Tagih Hutang,BANK BRI,"27,300",2021-10-09 18:35,Bayar tambah,+
Elektronik,BANK BRI,"55,000",2021-10-09 18:30,Tempret glass,-
Kirim Saldo,BANK BRI,"150,000",2021-10-09 18:29,Ke DOMPET,-
Terima Saldo,DOMPET,"150,000",2021-10-09 18:29,Dari BANK BRI,+
Beri Pinjaman,BANK BRI,"55,000",2021-10-09 17:45,Tempret Glass,-
Tagih Hutang,BANK BRI,"200,000",2021-10-09 17:29,Bayar dulu wkwk,+
Makanan,DOMPET,"15,000",2021-10-09 14:31,Mie Ayam,-
Kirim Saldo,BANK BRI,"50,000",2021-10-09 14:30,Ke DOMPET,-
Terima Saldo,DOMPET,"50,000",2021-10-09 14:30,Dari BANK BRI,+
Biaya Admin,BANK BRI,"6,500",2021-10-09 14:30,Biaya Admin,-
Beri Pinjaman,BANK BRI,"252,843",2021-10-09 14:28,Bayar wifi,-
Makanan,DOMPET,"50,000",2021-10-08 20:29,Mizon. roti bakar. Magnum dll,-
Makanan,DOMPET,"62,000",2021-10-07 21:00,"Makanan Roti bakar, Mizone, Magnum, Dll",-
Elektronik,BANK BRI,"10,000",2021-10-06 10:10,ByU 10Gb,-
Belanja,BANK BRI,"146,698",2021-10-06 08:55,S Pay Later,-
Elektronik,BANK BRI,"10,000",2021-10-06 02:18,Byu 10gb win 11,-
Makanan,DOMPET,"10,000",2021-10-06 02:17,Mie isi 2 + mizone,-
Makanan,DOMPET,"12,000",2021-10-05 19:01,Mizone + Juara Cigarette,-
Makanan,DOMPET,"27,000",2021-10-05 18:59,"Belanja Alfamart, Mie sukses isi 2*3 Ciptadent 1",-
Kirim Saldo,BANK BRI,"150,000",2021-10-05 18:58,Ke DOMPET,-
Terima Saldo,DOMPET,"150,000",2021-10-05 18:58,Dari BANK BRI,+
Elektronik,BANK BRI,"26,500",2021-10-05 05:35,Pulsa Speed Booster,-
Transfer Amplop,BANK BRI,"750,000",2021-10-04 17:19,Kredit hp,-
Listrik,BANK BRI,"25,000",2021-10-04 17:18,,-
Transfer Amplop,BANK BRI,"300,000",2021-10-04 17:16,Ai Latipah,-
Kiriman,BANK BRI,"1,000,000",2021-10-04 14:00,Mamah,+
Kirim Saldo,BANK BRI,"300,000",2021-10-03 21:26,Ke DOMPET,-
Terima Saldo,DOMPET,"300,000",2021-10-03 21:26,Dari BANK BRI,+
Tagih Hutang,DOMPET,"500,000",2021-10-03 21:17,Bayar,+
Saldo Awal,DOMPET,"1,592,000",2021-10-03 21:16,,+
Makanan,SHOPEE PAY,"8,000",2021-10-03 20:33,Martabak,-
Saldo Awal,GOPAY,"1,075",2021-10-03 19:15,,+
Saldo Awal,SHOPEE PAY,"9,471",2021-10-03 19:14,,+
Saldo Awal,BANK BRI,"700,000",2021-10-03 19:13,,+
Beri Pinjaman,DOMPET,"1,000,000",2021-09-02 21:16,Kontrakan bulan September 2021,-
